sample	strainID	genus	species	count	count_correct	f_correct
21_B4	HAMBI-1842	Sphingobium	yanoikuyae	81	180	0.015074051536328773
21_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1202	2840	0.23787685852382134
21_B4	HAMBI-1972	Aeromonas	caviae	5823	1562	0.1308021160106837
21_B4	HAMBI-1977	Pseudomonas	chlororaphis	156	446	0.037342648576721205
21_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_B4	HAMBI-2159	Paraburkholderia	caryophylli	2	51	0.004287017682815499
21_B4	HAMBI-2160	Bordetella	avium	32	407	0.03405935348967102
21_B4	HAMBI-2164	Cupriavidus	necator	7	119	0.009924759666708787
21_B4	HAMBI-2443	Paracoccus	denitrificans	25	545	0.045675492193460517
21_B4	HAMBI-2494	Paraburkholderia	kururiensis	11	177	0.014809460212957497
21_B4	HAMBI-2659	Stenotrophomonas	maltophilia	158	233	0.01948649337623491
21_B4	HAMBI-2792	Moraxella	canis	0	0	0
21_B4	HAMBI-3031	Niabella	yanshanensis	20	82	0.006843290605465128
21_B4	HAMBI-3237	Microvirga	lotononidis	1	3	2.3641772357632182e-4
21_B5	HAMBI-0006	Pseudomonas	putida	1718	165	0.01577236398129545
21_B5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_B5	HAMBI-0105	Agrobacterium	tumefaciens	367	1251	0.11953406610768036
21_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_B5	HAMBI-0403	Comamonas	testosteroni	225	233	0.022261546499549978
21_B5	HAMBI-1279	Hafnia	alvei	68	194	0.018502704266162146
21_B5	HAMBI-1287	Citrobacter	koseri	2025	2958	0.28251465880728693
21_B5	HAMBI-1292	Morganella	morganii	81	425	0.04055818366365898
21_B5	HAMBI-1299	Kluyvera	intermedia	25	83	0.007975817023568475
21_B5	HAMBI-1842	Sphingobium	yanoikuyae	126	233	0.022240309569054206
21_B5	HAMBI-1896	Sphingobacterium	spiritivorum	960	1886	0.18019563470418892
21_B5	HAMBI-1972	Aeromonas	caviae	4320	964	0.0920400895321365
21_B5	HAMBI-1977	Pseudomonas	chlororaphis	333	792	0.07560492010759667
21_B5	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_B5	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
21_B5	HAMBI-2160	Bordetella	avium	24	254	0.024228301498625426
21_B5	HAMBI-2164	Cupriavidus	necator	11	155	0.014792444553189699
21_B5	HAMBI-2443	Paracoccus	denitrificans	30	544	0.05198640526382874
21_B5	HAMBI-2494	Paraburkholderia	kururiensis	7	94	0.008938607966136875
21_B5	HAMBI-2659	Stenotrophomonas	maltophilia	119	146	0.013920308965604056
21_B5	HAMBI-2792	Moraxella	canis	0	0	0
21_B5	HAMBI-3031	Niabella	yanshanensis	22	75	0.007139749492129842
21_B5	HAMBI-3237	Microvirga	lotononidis	8	19	0.0017938879983067698
21_B6	HAMBI-0006	Pseudomonas	putida	1436	137	0.014671497324535118
21_B6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_B6	HAMBI-0105	Agrobacterium	tumefaciens	332	1127	0.12034002014542554
21_B6	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_B6	HAMBI-0403	Comamonas	testosteroni	256	264	0.028187667895881813
21_B6	HAMBI-1279	Hafnia	alvei	89	252	0.026950241977302374
21_B6	HAMBI-1287	Citrobacter	koseri	1812	2634	0.28133289825602675
21_B6	HAMBI-1292	Morganella	morganii	71	370	0.03956381796095426
21_B6	HAMBI-1299	Kluyvera	intermedia	26	86	0.009231130464699231
21_B6	HAMBI-1842	Sphingobium	yanoikuyae	117	215	0.022982777478713027
21_B6	HAMBI-1896	Sphingobacterium	spiritivorum	819	1601	0.17108159956163288
21_B6	HAMBI-1972	Aeromonas	caviae	3869	859	0.09173570077627487
21_B6	HAMBI-1977	Pseudomonas	chlororaphis	264	624	0.06670465153056815
21_B6	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_B6	HAMBI-2159	Paraburkholderia	caryophylli	1	21	0.002262543578296242
21_B6	HAMBI-2160	Bordetella	avium	31	326	0.03482729857087071
21_B6	HAMBI-2164	Cupriavidus	necator	9	126	0.01346902446962234
21_B6	HAMBI-2443	Paracoccus	denitrificans	19	343	0.036641099891508974
21_B6	HAMBI-2494	Paraburkholderia	kururiensis	2	27	0.0028421579740131246
21_B6	HAMBI-2659	Stenotrophomonas	maltophilia	158	193	0.020568630089231203
21_B6	HAMBI-2792	Moraxella	canis	0	0	0
21_B6	HAMBI-3031	Niabella	yanshanensis	37	125	0.013363135897651248
21_B6	HAMBI-3237	Microvirga	lotononidis	13	30	0.0032441061567921553
21_BS1	HAMBI-0006	Pseudomonas	putida	1140	76	0.006028017427996185
21_BS1	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_BS1	HAMBI-0105	Agrobacterium	tumefaciens	388	917	0.072786924750652
21_BS1	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_BS1	HAMBI-0403	Comamonas	testosteroni	324	233	0.01846349189104615
21_BS1	HAMBI-1279	Hafnia	alvei	42	83	0.006582207995733277
21_BS1	HAMBI-1287	Citrobacter	koseri	4498	4554	0.3614360164959384
21_BS1	HAMBI-1292	Morganella	morganii	55	200	0.015861789597733492
21_BS1	HAMBI-1299	Kluyvera	intermedia	20	46	0.0036750325135792455
21_BS1	HAMBI-1842	Sphingobium	yanoikuyae	323	414	0.03283740443215763
21_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	1405	1914	0.15189566293876522
21_BS1	HAMBI-1972	Aeromonas	caviae	2370	366	0.029082895866526706
21_BS1	HAMBI-1977	Pseudomonas	chlororaphis	1786	2943	0.23355184178642144
21_BS1	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_BS1	HAMBI-2159	Paraburkholderia	caryophylli	2	30	0.0023419444929423166
21_BS1	HAMBI-2160	Bordetella	avium	44	322	0.025583527222156646
21_BS1	HAMBI-2164	Cupriavidus	necator	13	127	0.010069006792935285
21_BS1	HAMBI-2443	Paracoccus	denitrificans	7	88	0.006986547079904433
21_BS1	HAMBI-2494	Paraburkholderia	kururiensis	13	120	0.00956117394037305
21_BS1	HAMBI-2659	Stenotrophomonas	maltophilia	156	132	0.01051047947047827
21_BS1	HAMBI-2792	Moraxella	canis	0	0	0
21_BS1	HAMBI-3031	Niabella	yanshanensis	14	33	0.0026168832398151503
21_BS1	HAMBI-3237	Microvirga	lotononidis	1	2	1.291520648452045e-4
21_BS2	HAMBI-0006	Pseudomonas	putida	869	59	0.005016694831119543
21_BS2	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_BS2	HAMBI-0105	Agrobacterium	tumefaciens	366	881	0.07496024367459546
21_BS2	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_BS2	HAMBI-0403	Comamonas	testosteroni	399	292	0.02482389836767902
21_BS2	HAMBI-1279	Hafnia	alvei	52	105	0.00889721148974543
21_BS2	HAMBI-1287	Citrobacter	koseri	4408	4545	0.3867068106326777
21_BS2	HAMBI-1292	Morganella	morganii	43	159	0.013538988205501852
21_BS2	HAMBI-1299	Kluyvera	intermedia	24	57	0.004814716175088109
21_BS2	HAMBI-1842	Sphingobium	yanoikuyae	357	466	0.03962440689416769
21_BS2	HAMBI-1896	Sphingobacterium	spiritivorum	1032	1431	0.12180833469216919
21_BS2	HAMBI-1972	Aeromonas	caviae	2363	372	0.031657840226710504
21_BS2	HAMBI-1977	Pseudomonas	chlororaphis	1523	2555	0.21743527614500124
21_BS2	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_BS2	HAMBI-2159	Paraburkholderia	caryophylli	3	45	0.0038352715212939667
21_BS2	HAMBI-2160	Bordetella	avium	49	366	0.031105134485524825
21_BS2	HAMBI-2164	Cupriavidus	necator	9	89	0.007610515065652136
21_BS2	HAMBI-2443	Paracoccus	denitrificans	4	51	0.004358658066851195
21_BS2	HAMBI-2494	Paraburkholderia	kururiensis	4	38	0.0032118563789047348
21_BS2	HAMBI-2659	Stenotrophomonas	maltophilia	226	195	0.01662396546863126
21_BS2	HAMBI-2792	Moraxella	canis	0	0	0
21_BS2	HAMBI-3031	Niabella	yanshanensis	16	38	0.003265160633078856
21_BS2	HAMBI-3237	Microvirga	lotononidis	5	8	7.05017045607273e-4
21_BS3	HAMBI-0006	Pseudomonas	putida	640	41	0.0037540430324257603
21_BS3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_BS3	HAMBI-0105	Agrobacterium	tumefaciens	248	564	0.05160870371062335
21_BS3	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_BS3	HAMBI-0403	Comamonas	testosteroni	218	151	0.013780816444329847
21_BS3	HAMBI-1279	Hafnia	alvei	45	86	0.007823200300937755
21_BS3	HAMBI-1287	Citrobacter	koseri	3629	3538	0.32348084499770513
21_BS3	HAMBI-1292	Morganella	morganii	48	168	0.015356079695502919
21_BS3	HAMBI-1299	Kluyvera	intermedia	26	58	0.0052997351023023566
21_BS3	HAMBI-1842	Sphingobium	yanoikuyae	491	606	0.05537291877933512
21_BS3	HAMBI-1896	Sphingobacterium	spiritivorum	1351	1772	0.16202201281741982
21_BS3	HAMBI-1972	Aeromonas	caviae	2217	330	0.030178984366405984
21_BS3	HAMBI-1977	Pseudomonas	chlororaphis	1761	2794	0.2554528913357006
21_BS3	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_BS3	HAMBI-2159	Paraburkholderia	caryophylli	2	28	0.0025979226852528427
21_BS3	HAMBI-2160	Bordetella	avium	31	219	0.01999489200810705
21_BS3	HAMBI-2164	Cupriavidus	necator	12	113	0.010310367662754462
21_BS3	HAMBI-2443	Paracoccus	denitrificans	14	170	0.015500375184099455
21_BS3	HAMBI-2494	Paraburkholderia	kururiensis	12	107	0.00979036171491701
21_BS3	HAMBI-2659	Stenotrophomonas	maltophilia	168	137	0.012556159860432323
21_BS3	HAMBI-2792	Moraxella	canis	0	0	0
21_BS3	HAMBI-3031	Niabella	yanshanensis	24	54	0.0049764217144183795
21_BS3	HAMBI-3237	Microvirga	lotononidis	1	2	1.4326858732977973e-4
21_BS4	HAMBI-0006	Pseudomonas	putida	877	57	0.004185388092408964
21_BS4	HAMBI-0097	Acinetobacter	lwoffii	1	1	8.802671776887832e-5
21_BS4	HAMBI-0105	Agrobacterium	tumefaciens	310	719	0.05248676815698632
21_BS4	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_BS4	HAMBI-0403	Comamonas	testosteroni	299	211	0.015378235637491538
21_BS4	HAMBI-1279	Hafnia	alvei	63	122	0.00891105971334906
21_BS4	HAMBI-1287	Citrobacter	koseri	4284	4256	0.31069046941630923
21_BS4	HAMBI-1292	Morganella	morganii	60	214	0.01561734623867637
21_BS4	HAMBI-1299	Kluyvera	intermedia	22	50	0.003648550518615777
21_BS4	HAMBI-1842	Sphingobium	yanoikuyae	217	273	0.01991097497266823
21_BS4	HAMBI-1896	Sphingobacterium	spiritivorum	1990	2660	0.1941729009076395
21_BS4	HAMBI-1972	Aeromonas	caviae	2906	441	0.03218484376896095
21_BS4	HAMBI-1977	Pseudomonas	chlororaphis	2397	3876	0.28290222884414085
21_BS4	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_BS4	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
21_BS4	HAMBI-2160	Bordetella	avium	39	280	0.02046627684352482
21_BS4	HAMBI-2164	Cupriavidus	necator	15	144	0.010485787051785378
21_BS4	HAMBI-2443	Paracoccus	denitrificans	10	123	0.00900805528790419
21_BS4	HAMBI-2494	Paraburkholderia	kururiensis	8	73	0.00531036468458435
21_BS4	HAMBI-2659	Stenotrophomonas	maltophilia	180	150	0.010945533338692767
21_BS4	HAMBI-2792	Moraxella	canis	0	0	0
21_BS4	HAMBI-3031	Niabella	yanshanensis	20	46	0.003374059980794857
21_BS4	HAMBI-3237	Microvirga	lotononidis	2	3	2.3312982769793411e-4
21_BS5	HAMBI-0006	Pseudomonas	putida	376	26	0.0024461091295688523
21_BS5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_BS5	HAMBI-0105	Agrobacterium	tumefaciens	306	744	0.07062547917233578
21_BS5	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_BS5	HAMBI-0403	Comamonas	testosteroni	358	264	0.02509979602256105
21_BS5	HAMBI-1279	Hafnia	alvei	9	18	0.0017353343219815535
21_BS5	HAMBI-1287	Citrobacter	koseri	4272	4448	0.4223393582906101
21_BS5	HAMBI-1292	Morganella	morganii	37	138	0.013128332122987765
21_BS5	HAMBI-1299	Kluyvera	intermedia	14	33	0.003165028036265465
21_BS5	HAMBI-1842	Sphingobium	yanoikuyae	188	248	0.023514864712682305
21_BS5	HAMBI-1896	Sphingobacterium	spiritivorum	1134	1589	0.15083441375900764
21_BS5	HAMBI-1972	Aeromonas	caviae	2409	383	0.036370095209755524
21_BS5	HAMBI-1977	Pseudomonas	chlororaphis	1134	1922	0.1824455319984725
21_BS5	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_BS5	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
21_BS5	HAMBI-2160	Bordetella	avium	31	234	0.02217623289143169
21_BS5	HAMBI-2164	Cupriavidus	necator	5	50	0.0047646567765245494
21_BS5	HAMBI-2443	Paracoccus	denitrificans	8	103	0.009823649812956126
21_BS5	HAMBI-2494	Paraburkholderia	kururiensis	10	95	0.009048700262769039
21_BS5	HAMBI-2659	Stenotrophomonas	maltophilia	223	195	0.0184850712401183
21_BS5	HAMBI-2792	Moraxella	canis	0	0	0
21_BS5	HAMBI-3031	Niabella	yanshanensis	16	39	0.0036795493189018583
21_BS5	HAMBI-3237	Microvirga	lotononidis	2	3	3.1779692106998294e-4
21_BS6	HAMBI-0006	Pseudomonas	putida	493	36	0.002939277694438116
21_BS6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
21_BS6	HAMBI-0105	Agrobacterium	tumefaciens	363	949	0.07678074503688241
21_BS6	HAMBI-0262	Brevundimonas	bullata	0	0	0
21_BS6	HAMBI-0403	Comamonas	testosteroni	592	470	0.03803772972171807
21_BS6	HAMBI-1279	Hafnia	alvei	7	15	0.0012369279499235247
21_BS6	HAMBI-1287	Citrobacter	koseri	4956	5553	0.4490216954659874
21_BS6	HAMBI-1292	Morganella	morganii	44	177	0.014307581335839254
21_BS6	HAMBI-1299	Kluyvera	intermedia	4	10	8.287341456004777e-4
21_BS6	HAMBI-1842	Sphingobium	yanoikuyae	305	432	0.034961510713400736
21_BS6	HAMBI-1896	Sphingobacterium	spiritivorum	1390	2095	0.16943686268305716
21_BS6	HAMBI-1972	Aeromonas	caviae	3182	544	0.04402643591035796
21_BS6	HAMBI-1977	Pseudomonas	chlororaphis	649	1183	0.09569088923741603
21_BS6	HAMBI-1988	Chitinophaga	sancti	0	0	0
21_BS6	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
21_BS6	HAMBI-2160	Bordetella	avium	31	251	0.020323265457897945
21_BS6	HAMBI-2164	Cupriavidus	necator	11	119	0.009606385670195958
21_BS6	HAMBI-2443	Paracoccus	denitrificans	4	56	0.0045014102235388185
21_BS6	HAMBI-2494	Paraburkholderia	kururiensis	15	154	0.012438934402622987
21_BS6	HAMBI-2659	Stenotrophomonas	maltophilia	308	289	0.023397674671035495
21_BS6	HAMBI-2792	Moraxella	canis	0	0	0
21_BS6	HAMBI-3031	Niabella	yanshanensis	11	29	0.0023183182118196783
21_BS6	HAMBI-3237	Microvirga	lotononidis	1	2	1.45621468268025e-4
27_B1	HAMBI-0006	Pseudomonas	putida	3070	347	0.016725884106339784
27_B1	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_B1	HAMBI-0105	Agrobacterium	tumefaciens	621	2490	0.12003124347251025
27_B1	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_B1	HAMBI-0403	Comamonas	testosteroni	153	186	0.008983412052986346
27_B1	HAMBI-1279	Hafnia	alvei	118	395	0.01905396567357224
27_B1	HAMBI-1287	Citrobacter	koseri	2958	5081	0.24490136485702366
27_B1	HAMBI-1292	Morganella	morganii	119	734	0.03536042828257816
27_B1	HAMBI-1299	Kluyvera	intermedia	57	224	0.010791631460457045
27_B1	HAMBI-1842	Sphingobium	yanoikuyae	310	674	0.03247200111239708
27_B1	HAMBI-1896	Sphingobacterium	spiritivorum	1802	4164	0.20072658499068705
27_B1	HAMBI-1972	Aeromonas	caviae	10595	2779	0.13395882302805878
27_B1	HAMBI-1977	Pseudomonas	chlororaphis	611	1708	0.08232355416288333
27_B1	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_B1	HAMBI-2159	Paraburkholderia	caryophylli	2	50	0.0024130018638021306
27_B1	HAMBI-2160	Bordetella	avium	43	534	0.025760676257356202
27_B1	HAMBI-2164	Cupriavidus	necator	13	215	0.010374512389686938
27_B1	HAMBI-2443	Paracoccus	denitrificans	19	405	0.019538859533602917
27_B1	HAMBI-2494	Paraburkholderia	kururiensis	19	299	0.014398011880492074
27_B1	HAMBI-2659	Stenotrophomonas	maltophilia	189	272	0.013120210228766272
27_B1	HAMBI-2792	Moraxella	canis	0	0	0
27_B1	HAMBI-3031	Niabella	yanshanensis	45	180	0.008666622572229466
27_B1	HAMBI-3237	Microvirga	lotononidis	3	8	3.9921207457035334e-4
27_B2	HAMBI-0006	Pseudomonas	putida	3176	351	0.016753944495497598
27_B2	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_B2	HAMBI-0105	Agrobacterium	tumefaciens	577	2265	0.10798523780449433
27_B2	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_B2	HAMBI-0403	Comamonas	testosteroni	202	241	0.011483839917614092
27_B2	HAMBI-1279	Hafnia	alvei	153	502	0.02392107390390511
27_B2	HAMBI-1287	Citrobacter	koseri	3371	5667	0.27023254985970996
27_B2	HAMBI-1292	Morganella	morganii	149	899	0.042868934995150744
27_B2	HAMBI-1299	Kluyvera	intermedia	64	246	0.011732163175091079
27_B2	HAMBI-1842	Sphingobium	yanoikuyae	347	738	0.03519351987894473
27_B2	HAMBI-1896	Sphingobacterium	spiritivorum	1532	3465	0.16523222283517897
27_B2	HAMBI-1972	Aeromonas	caviae	10430	2678	0.1276851941957226
27_B2	HAMBI-1977	Pseudomonas	chlororaphis	630	1724	0.08218817216868785
27_B2	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_B2	HAMBI-2159	Paraburkholderia	caryophylli	1	24	0.0011681901298101229
27_B2	HAMBI-2160	Bordetella	avium	42	511	0.024362618546296653
27_B2	HAMBI-2164	Cupriavidus	necator	11	178	0.00849968629897089
27_B2	HAMBI-2443	Paracoccus	denitrificans	36	752	0.03584544542031898
27_B2	HAMBI-2494	Paraburkholderia	kururiensis	18	277	0.013207095023527063
27_B2	HAMBI-2659	Stenotrophomonas	maltophilia	179	252	0.012031447810555995
27_B2	HAMBI-2792	Moraxella	canis	0	0	0
27_B2	HAMBI-3031	Niabella	yanshanensis	46	180	0.008577901844153754
27_B2	HAMBI-3237	Microvirga	lotononidis	8	22	0.0010307616963694177
27_B3	HAMBI-0006	Pseudomonas	putida	2528	274	0.01592392274150142
27_B3	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_B3	HAMBI-0105	Agrobacterium	tumefaciens	463	1781	0.10346798240193128
27_B3	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_B3	HAMBI-0403	Comamonas	testosteroni	307	359	0.020840615905499568
27_B3	HAMBI-1279	Hafnia	alvei	137	440	0.025576800902222332
27_B3	HAMBI-1287	Citrobacter	koseri	3314	5460	0.31722530556756595
27_B3	HAMBI-1292	Morganella	morganii	106	627	0.03641654205666369
27_B3	HAMBI-1299	Kluyvera	intermedia	52	196	0.011382505739867719
27_B3	HAMBI-1842	Sphingobium	yanoikuyae	184	384	0.02228370840509829
27_B3	HAMBI-1896	Sphingobacterium	spiritivorum	1230	2726	0.15840814386110463
27_B3	HAMBI-1972	Aeromonas	caviae	8090	2035	0.11826089684061603
27_B3	HAMBI-1977	Pseudomonas	chlororaphis	486	1303	0.07570794457149922
27_B3	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_B3	HAMBI-2159	Paraburkholderia	caryophylli	1	24	0.0013949220718492423
27_B3	HAMBI-2160	Bordetella	avium	38	453	0.026320533339410302
27_B3	HAMBI-2164	Cupriavidus	necator	11	175	0.01014937527691338
27_B3	HAMBI-2443	Paracoccus	denitrificans	16	327	0.019023388484505046
27_B3	HAMBI-2494	Paraburkholderia	kururiensis	15	226	0.013142030481746603
27_B3	HAMBI-2659	Stenotrophomonas	maltophilia	191	264	0.015329734789938543
27_B3	HAMBI-2792	Moraxella	canis	0	0	0
27_B3	HAMBI-3031	Niabella	yanshanensis	39	149	0.008684088912633841
27_B3	HAMBI-3237	Microvirga	lotononidis	3	8	4.6155764943294354e-4
27_B4	HAMBI-0006	Pseudomonas	putida	2485	259	0.015557452264531093
27_B4	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_B4	HAMBI-0105	Agrobacterium	tumefaciens	394	1455	0.08751052779018725
27_B4	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_B4	HAMBI-0403	Comamonas	testosteroni	259	291	0.017474752361615005
27_B4	HAMBI-1279	Hafnia	alvei	148	457	0.027461639573144344
27_B4	HAMBI-1287	Citrobacter	koseri	3806	6019	0.3620955570874742
27_B4	HAMBI-1292	Morganella	morganii	114	647	0.03892573150578987
27_B4	HAMBI-1299	Kluyvera	intermedia	53	192	0.01153053599177735
27_B4	HAMBI-1842	Sphingobium	yanoikuyae	163	326	0.019619879694122176
27_B4	HAMBI-1896	Sphingobacterium	spiritivorum	1221	2598	0.15628854551829757
27_B4	HAMBI-1972	Aeromonas	caviae	7260	1753	0.10547957203923357
27_B4	HAMBI-1977	Pseudomonas	chlororaphis	393	1012	0.0608466718405835
27_B4	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_B4	HAMBI-2159	Paraburkholderia	caryophylli	1	23	0.0013864015586789026
27_B4	HAMBI-2160	Bordetella	avium	30	343	0.020652443140261285
27_B4	HAMBI-2164	Cupriavidus	necator	7	107	0.006419242134966835
27_B4	HAMBI-2443	Paracoccus	denitrificans	28	550	0.03308758099281431
27_B4	HAMBI-2494	Paraburkholderia	kururiensis	14	203	0.012190972134580825
27_B4	HAMBI-2659	Stenotrophomonas	maltophilia	220	292	0.01754943127516669
27_B4	HAMBI-2792	Moraxella	canis	0	0	0
27_B4	HAMBI-3031	Niabella	yanshanensis	24	88	0.0053114119682447
27_B4	HAMBI-3237	Microvirga	lotononidis	4	10	6.116511285304848e-4
27_B5	HAMBI-0006	Pseudomonas	putida	2330	241	0.017078057724006578
27_B5	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_B5	HAMBI-0105	Agrobacterium	tumefaciens	334	1226	0.0868522392876787
27_B5	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_B5	HAMBI-0403	Comamonas	testosteroni	159	177	0.012559688325353877
27_B5	HAMBI-1279	Hafnia	alvei	110	337	0.02389614829191132
27_B5	HAMBI-1287	Citrobacter	koseri	2477	3895	0.275899485611852
27_B5	HAMBI-1292	Morganella	morganii	102	576	0.04077580796322292
27_B5	HAMBI-1299	Kluyvera	intermedia	48	173	0.012226026579371035
27_B5	HAMBI-1842	Sphingobium	yanoikuyae	248	493	0.03494868895710813
27_B5	HAMBI-1896	Sphingobacterium	spiritivorum	1244	2632	0.18642422141805923
27_B5	HAMBI-1972	Aeromonas	caviae	6266	1505	0.10658414384412929
27_B5	HAMBI-1977	Pseudomonas	chlororaphis	536	1371	0.09715821779696367
27_B5	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_B5	HAMBI-2159	Paraburkholderia	caryophylli	1	23	0.0016231531916342827
27_B5	HAMBI-2160	Bordetella	avium	27	307	0.021761278981172926
27_B5	HAMBI-2164	Cupriavidus	necator	11	167	0.011809972188608738
27_B5	HAMBI-2443	Paracoccus	denitrificans	28	547	0.03873784788811175
27_B5	HAMBI-2494	Paraburkholderia	kururiensis	7	101	0.0071363939276818215
27_B5	HAMBI-2659	Stenotrophomonas	maltophilia	144	190	0.01344848398705299
27_B5	HAMBI-2792	Moraxella	canis	0	0	0
27_B5	HAMBI-3031	Niabella	yanshanensis	40	146	0.010364043080173755
27_B5	HAMBI-3237	Microvirga	lotononidis	4	10	7.161009559070363e-4
27_B6	HAMBI-0006	Pseudomonas	putida	1638	169	0.015173064056215548
27_B6	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_B6	HAMBI-0105	Agrobacterium	tumefaciens	279	1018	0.09168865339866333
27_B6	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_B6	HAMBI-0403	Comamonas	testosteroni	191	212	0.019067420441890165
27_B6	HAMBI-1279	Hafnia	alvei	85	259	0.02333624539453851
27_B6	HAMBI-1287	Citrobacter	koseri	2385	3729	0.3357299651040364
27_B6	HAMBI-1292	Morganella	morganii	65	365	0.03283920220797471
27_B6	HAMBI-1299	Kluyvera	intermedia	39	139	0.012554098823443363
27_B6	HAMBI-1842	Sphingobium	yanoikuyae	171	338	0.03045454783712463
27_B6	HAMBI-1896	Sphingobacterium	spiritivorum	696	1464	0.13181597155717836
27_B6	HAMBI-1972	Aeromonas	caviae	4861	1161	0.10449720375051094
27_B6	HAMBI-1977	Pseudomonas	chlororaphis	487	1239	0.11156309373011107
27_B6	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_B6	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
27_B6	HAMBI-2160	Bordetella	avium	29	328	0.029538979550978263
27_B6	HAMBI-2164	Cupriavidus	necator	10	151	0.013568537131855157
27_B6	HAMBI-2443	Paracoccus	denitrificans	9	175	0.015736089077123077
27_B6	HAMBI-2494	Paraburkholderia	kururiensis	6	86	0.0077305227597085835
27_B6	HAMBI-2659	Stenotrophomonas	maltophilia	121	159	0.014281474414578823
27_B6	HAMBI-2792	Moraxella	canis	0	0	0
27_B6	HAMBI-3031	Niabella	yanshanensis	27	98	0.008841171603482184
27_B6	HAMBI-3237	Microvirga	lotononidis	7	18	0.0015837591605868122
27_BS1	HAMBI-0006	Pseudomonas	putida	1520	109	0.004218627661643667
27_BS1	HAMBI-0097	Acinetobacter	lwoffii	0	0	0
27_BS1	HAMBI-0105	Agrobacterium	tumefaciens	514	1309	0.050610744312327184
27_BS1	HAMBI-0262	Brevundimonas	bullata	0	0	0
27_BS1	HAMBI-0403	Comamonas	testosteroni	512	396	0.015314285910686443
27_BS1	HAMBI-1279	Hafnia	alvei	113	240	0.009295199492147901
27_BS1	HAMBI-1287	Citrobacter	koseri	9729	10614	0.4103346006520608
27_BS1	HAMBI-1292	Morganella	morganii	128	501	0.019375701050238062
27_BS1	HAMBI-1299	Kluyvera	intermedia	61	152	0.00588327278165597
27_BS1	HAMBI-1842	Sphingobium	yanoikuyae	1153	1591	0.061525275482577226
27_BS1	HAMBI-1896	Sphingobacterium	spiritivorum	1840	2701	0.10441065796845966
27_BS1	HAMBI-1972	Aeromonas	caviae	6607	1101	0.04255509547418383
27_BS1	HAMBI-1977	Pseudomonas	chlororaphis	3228	5731	0.22156100585457927
27_BS1	HAMBI-1988	Chitinophaga	sancti	0	0	0
27_BS1	HAMBI-2159	Paraburkholderia	caryophylli	0	0	0
27_BS1	HAMBI-2160	Bordetella	avium	53	418	0.016174898871702374
27_BS1	HAMBI-2164	Cupriavidus	necator	17	179	0.006911147518031748
27_BS1	HAMBI-2443	Paracoccus	denitrificans	18	244	0.009429637880985576
